data,canal_id,regiao_id,sessoes
2021-07-15,1,2,287
2021-07-16,1,2,267
2021-07-17,1,2,297
2021-07-18,1,2,276
2021-07-19,1,2,225
2021-07-20,1,2,319
2021-07-21,1,2,203
2021-07-22,1,2,245
2021-07-23,1,2,276
2021-07-24,1,2,204
2021-07-25,1,2,233
2021-07-26,1,2,309
2021-07-27,1,2,296
2021-07-28,1,2,250
2021-07-29,1,2,233
2021-07-30,1,2,194
2021-07-31,1,2,317
2021-07-01,2,2,188
2021-07-02,2,2,161
2021-07-03,2,2,201
2021-07-04,2,2,196
2021-07-05,2,2,153
2021-07-06,2,2,220
2021-07-07,2,2,188
2021-07-08,2,2,212
2021-07-09,2,2,163
2021-07-10,2,2,183
2021-07-11,2,2,218
2021-07-12,2,2,166
2021-07-13,2,2,193
2021-07-14,2,2,222
2021-07-15,2,2,187
2021-07-16,2,2,146
2021-07-17,2,2,201
2021-07-18,2,2,199
2021-07-19,2,2,143
2021-07-20,2,2,164
2021-07-21,2,2,211
2021-07-22,2,2,146
2021-07-23,2,2,136
2021-07-24,2,2,214
2021-07-25,2,2,198
2021-07-26,2,2,205
2021-07-27,2,2,170
2021-07-28,2,2,208
2021-07-29,2,2,212
2021-07-30,2,2,214
2021-07-31,2,2,0
2021-07-01,3,2,22
2021-07-02,3,2,21
2021-07-03,3,2,23
2021-07-04,3,2,15
2021-07-05,3,2,16
2021-07-06,3,2,17
2021-07-07,3,2,23
2021-07-08,3,2,22
2021-07-09,3,2,14
2021-07-10,3,2,17
2021-07-11,3,2,15
2021-07-12,3,2,16
2021-07-13,3,2,15
2021-07-14,3,2,23
2021-07-15,3,2,17
2021-07-16,3,2,15
2021-07-17,3,2,18
2021-07-18,3,2,23
2021-07-19,3,2,22
2021-07-20,3,2,21
2021-07-21,3,2,20
2021-07-22,3,2,17
2021-07-23,3,2,17
2021-07-24,3,2,22
2021-07-25,3,2,16
2021-07-26,3,2,23
2021-07-27,3,2,22
2021-07-28,3,2,22
2021-07-29,3,2,17
2021-07-30,3,2,17
2021-07-31,3,2,24
2021-07-01,1,3,99
2021-07-02,1,3,129
2021-07-03,1,3,123
2021-07-04,1,3,139
2021-07-05,1,3,153
2021-07-06,1,3,153
2021-07-07,1,3,143
2021-07-08,1,3,120
2021-07-09,1,3,107
2021-07-10,1,3,100
2021-07-11,1,3,120
2021-07-12,1,3,135
2021-07-13,1,3,104
2021-07-14,1,3,103
2021-07-15,1,3,134
2021-07-16,1,3,115
2021-07-17,1,3,121
2021-07-18,1,3,97
2021-07-19,1,3,117
2021-07-20,1,3,103
2021-07-21,1,3,159
2021-07-22,1,3,141
2021-07-23,1,3,140
2021-07-24,1,3,128
2021-07-25,1,3,102
2021-07-26,1,3,113
2021-07-27,1,3,108
2021-07-28,1,3,132
2021-07-29,1,3,136
2021-07-30,1,3,136
2021-07-31,1,3,258
2021-07-01,2,3,74
2021-07-02,2,3,81
2021-07-03,2,3,70
2021-07-04,2,3,84
2021-07-05,2,3,88
2021-07-06,2,3,85
2021-07-07,2,3,81
2021-07-08,2,3,100
2021-07-09,2,3,81
2021-07-10,2,3,67
2021-07-11,2,3,73
2021-07-12,2,3,68
2021-07-13,2,3,66
2021-07-14,2,3,89
2021-07-15,2,3,68
2021-07-16,2,3,100
2021-07-17,2,3,93
2021-07-18,2,3,68
2021-07-19,2,3,96
2021-07-20,2,3,100
2021-07-21,2,3,91
2021-07-22,2,3,96
2021-07-23,2,3,99
2021-07-24,2,3,78
2021-07-25,2,3,68
2021-07-26,2,3,100
2021-07-27,2,3,70
2021-07-28,2,3,96
2021-07-29,2,3,64
2021-07-30,2,3,99
2021-07-31,2,3,98
2021-07-01,3,3,11
2021-07-02,3,3,7
2021-07-03,3,3,11
2021-07-04,3,3,8
2021-07-05,3,3,7
2021-07-06,3,3,9
2021-07-07,3,3,9
2021-07-08,3,3,8
2021-07-09,3,3,9
2021-07-10,3,3,9
2021-07-11,3,3,10
2021-07-12,3,3,10
2021-07-13,3,3,10
2021-07-14,3,3,9
2021-07-15,3,3,9
2021-07-16,3,3,8
2021-07-17,3,3,10
2021-07-18,3,3,9
2021-07-19,3,3,7
2021-07-20,3,3,7
2021-07-21,3,3,10
2021-07-22,3,3,9
2021-07-23,3,3,9
2021-07-24,3,3,7
2021-07-25,3,3,8
2021-07-26,3,3,8
2021-07-27,3,3,8
2021-07-28,3,3,8
2021-07-29,3,3,7
2021-07-30,3,3,10
2021-07-31,3,3,14
2021-07-01,1,4,575
2021-07-02,1,4,589
2021-07-03,1,4,515
2021-07-04,1,4,388
2021-07-05,1,4,560
2021-07-06,1,4,528
2021-07-07,1,4,624
2021-07-08,1,4,577
2021-07-09,1,4,486
2021-07-10,1,4,562
2021-07-11,1,4,557
2021-07-12,1,4,527
2021-07-13,1,4,421
2021-07-14,1,4,411
2021-07-15,1,4,389
2021-07-16,1,4,392
2021-07-17,1,4,383
2021-07-18,1,4,579
2021-07-19,1,4,450
2021-07-20,1,4,470
2021-07-21,1,4,565
2021-07-22,1,4,532
2021-07-23,1,4,590
2021-07-24,1,4,561
2021-07-25,1,4,527
2021-07-26,1,4,418
2021-07-27,1,4,397
2021-07-28,1,4,379
2021-07-29,1,4,402
2021-07-30,1,4,383
2021-07-31,1,4,789
2021-07-01,2,4,401
2021-07-02,2,4,310
2021-07-03,2,4,438
2021-07-04,2,4,374
2021-07-05,2,4,351
2021-07-06,2,4,410
2021-07-07,2,4,384
2021-07-08,2,4,424
2021-07-09,2,4,294
2021-07-10,2,4,363
2021-07-11,2,4,443
2021-07-12,2,4,370
2021-07-13,2,4,331
2021-07-14,2,4,434
2021-07-15,2,4,331
2021-07-16,2,4,463
2021-07-17,2,4,310
2021-07-18,2,4,365
2021-07-19,2,4,403
2021-07-20,2,4,358
2021-07-21,2,4,383
2021-07-22,2,4,430
2021-07-23,2,4,321
2021-07-24,2,4,472
2021-07-25,2,4,334
2021-07-26,2,4,342
2021-07-27,2,4,416
2021-07-28,2,4,460
2021-07-29,2,4,428
2021-07-30,2,4,392
2021-07-31,2,4,192
2021-07-01,3,4,45
2021-07-02,3,4,36
2021-07-03,3,4,48
2021-07-04,3,4,37
2021-07-05,3,4,42
2021-07-06,3,4,50
2021-07-07,3,4,45
2021-07-08,3,4,31
2021-07-09,3,4,42
2021-07-10,3,4,35
2021-07-11,3,4,38
2021-07-12,3,4,31
2021-07-13,3,4,41
2021-07-14,3,4,50
2021-07-15,3,4,40
2021-07-16,3,4,46
2021-07-17,3,4,49
2021-07-18,3,4,41
2021-07-19,3,4,35
2021-07-20,3,4,38
2021-07-21,3,4,39
2021-07-22,3,4,38
2021-07-23,3,4,44
2021-07-24,3,4,36
2021-07-25,3,4,50
2021-07-26,3,4,42
2021-07-27,3,4,40
2021-07-28,3,4,41
2021-07-29,3,4,44
2021-07-30,3,4,47
2021-07-31,3,4,9
2021-07-01,1,5,260
2021-07-02,1,5,198
2021-07-03,1,5,275
2021-07-04,1,5,239
2021-07-05,1,5,243
2021-07-06,1,5,279
2021-07-07,1,5,267
2021-07-08,1,5,226
2021-07-09,1,5,185
2021-07-10,1,5,278
2021-07-11,1,5,239
2021-07-12,1,5,201
2021-07-13,1,5,222
2021-07-14,1,5,185
2021-07-15,1,5,263
2021-07-16,1,5,222
2021-07-17,1,5,225
2021-07-18,1,5,206
2021-07-19,1,5,201
2021-07-20,1,5,170
2021-07-21,1,5,217
2021-07-22,1,5,258
2021-07-23,1,5,246
2021-07-24,1,5,217
2021-07-25,1,5,213
2021-07-26,1,5,209
2021-07-27,1,5,272
2021-07-28,1,5,213
2021-07-29,1,5,209
2021-07-30,1,5,212
2021-07-31,1,5,144
2021-07-01,2,5,164
2021-07-02,2,5,166
2021-07-03,2,5,152
2021-07-04,2,5,189
2021-07-05,2,5,173
2021-07-06,2,5,133
2021-07-07,2,5,190
2021-07-08,2,5,186
2021-07-09,2,5,135
2021-07-10,2,5,184
2021-07-11,2,5,161
2021-07-12,2,5,156
2021-07-13,2,5,175
2021-07-14,2,5,167
2021-07-15,2,5,186
2021-07-16,2,5,155
2021-07-17,2,5,138
2021-07-18,2,5,166
2021-07-19,2,5,135
2021-07-20,2,5,166
2021-07-21,2,5,179
2021-07-22,2,5,155
2021-07-23,2,5,162
2021-07-24,2,5,194
2021-07-25,2,5,152
2021-07-26,2,5,148
2021-07-27,2,5,153
2021-07-28,2,5,151
2021-07-29,2,5,203
2021-07-30,2,5,206
2021-07-31,2,5,293
2021-07-01,3,5,13
2021-07-02,3,5,15
2021-07-03,3,5,16
2021-07-04,3,5,20
2021-07-05,3,5,15
2021-07-06,3,5,13
2021-07-07,3,5,12
2021-07-08,3,5,19
2021-07-09,3,5,15
2021-07-10,3,5,14
2021-07-11,3,5,19
2021-07-12,3,5,17
2021-07-13,3,5,16
2021-07-14,3,5,12
2021-07-15,3,5,15
2021-07-16,3,5,14
2021-07-17,3,5,13
2021-07-18,3,5,19
2021-07-19,3,5,14
2021-07-20,3,5,13
2021-07-21,3,5,18
2021-07-22,3,5,18
2021-07-23,3,5,15
2021-07-24,3,5,13
2021-07-25,3,5,18
2021-07-26,3,5,18
2021-07-27,3,5,13
2021-07-28,3,5,17
2021-07-29,3,5,18
2021-07-30,3,5,13
2021-07-31,3,5,27
2021-08-01,1,1,115
2021-08-02,1,1,88
2021-08-03,1,1,91
2021-08-04,1,1,92
2021-08-05,1,1,72
2021-08-06,1,1,118
2021-08-07,1,1,110
2021-08-08,1,1,114
2021-08-09,1,1,94
2021-08-10,1,1,89
2021-08-11,1,1,115
2021-08-12,1,1,80
2021-08-13,1,1,114
2021-08-14,1,1,73
2021-08-15,1,1,81
2021-08-16,1,1,84
2021-08-17,1,1,71
2021-08-18,1,1,95
2021-08-19,1,1,105
2021-08-20,1,1,74
2021-08-21,1,1,107
2021-08-22,1,1,88
2021-08-23,1,1,112
2021-08-24,1,1,118
2021-08-25,1,1,75
2021-08-26,1,1,110
2021-08-27,1,1,82
2021-08-28,1,1,112
2021-08-29,1,1,102
2021-08-30,1,1,113
2021-08-31,1,1,33
2021-08-01,2,1,87
2021-08-02,2,1,93
2021-08-03,2,1,74
2021-08-04,2,1,63
2021-08-05,2,1,84
2021-08-06,2,1,84
2021-08-07,2,1,74
2021-08-08,2,1,63
2021-08-09,2,1,98
2021-08-10,2,1,66
2021-08-11,2,1,63
2021-08-12,2,1,98
2021-08-13,2,1,61
2021-08-14,2,1,98
2021-08-15,2,1,83
2021-08-16,2,1,63
2021-08-17,2,1,83
2021-08-18,2,1,88
2021-08-19,2,1,83
2021-08-20,2,1,84
2021-08-21,2,1,65
2021-08-22,2,1,96
2021-08-23,2,1,95
2021-08-24,2,1,82
2021-08-25,2,1,94
2021-08-26,2,1,65
2021-08-27,2,1,76
2021-08-28,2,1,83
2021-08-29,2,1,73
2021-08-30,2,1,64
2021-08-31,2,1,72
2021-08-01,3,1,7
2021-08-02,3,1,6
2021-08-03,3,1,9
2021-08-04,3,1,6
2021-08-05,3,1,9
2021-08-06,3,1,6
2021-08-07,3,1,8
2021-08-08,3,1,9
2021-08-09,3,1,7
2021-08-10,3,1,7
2021-08-11,3,1,9
2021-08-12,3,1,9
2021-08-13,3,1,7
2021-08-14,3,1,8
2021-08-15,3,1,9
2021-08-16,3,1,8
2021-08-17,3,1,9
2021-08-18,3,1,7
2021-08-19,3,1,6
2021-08-20,3,1,6
2021-08-21,3,1,8
2021-08-22,3,1,6
2021-08-23,3,1,9
2021-08-24,3,1,8
2021-08-25,3,1,8
2021-08-26,3,1,7
2021-08-27,3,1,8
2021-08-28,3,1,8
2021-08-29,3,1,8
2021-08-30,3,1,7
2021-08-31,3,1,4
2021-08-01,1,2,233
2021-08-02,1,2,269
2021-08-03,1,2,182
2021-08-04,1,2,198
2021-08-05,1,2,240
2021-08-06,1,2,274
2021-08-07,1,2,238
2021-08-08,1,2,230
2021-08-09,1,2,193
2021-08-10,1,2,275
2021-08-11,1,2,223
2021-08-12,1,2,274
2021-08-13,1,2,231
2021-08-14,1,2,206
2021-08-15,1,2,260
2021-08-16,1,2,221
2021-08-17,1,2,256
2021-08-18,1,2,203
2021-08-19,1,2,247
2021-08-20,1,2,185
2021-08-21,1,2,221
2021-08-22,1,2,189
2021-08-23,1,2,239
2021-08-24,1,2,231
2021-08-25,1,2,279
2021-08-26,1,2,186
2021-08-27,1,2,174
2021-08-28,1,2,267
2021-08-29,1,2,246
2021-08-30,1,2,222
2021-08-31,1,2,251
2021-08-01,2,2,182
2021-08-02,2,2,210
2021-08-03,2,2,171
2021-08-04,2,2,158
2021-08-05,2,2,182
2021-08-06,2,2,181
2021-08-07,2,2,174
2021-08-08,2,2,203
2021-08-09,2,2,157
2021-08-10,2,2,163
2021-08-11,2,2,180
2021-08-12,2,2,133
2021-08-13,2,2,159
2021-08-14,2,2,207
2021-08-15,2,2,189
2021-08-16,2,2,167
2021-08-17,2,2,188
2021-08-18,2,2,204
2021-08-19,2,2,183
2021-08-20,2,2,155
2021-08-21,2,2,184
2021-08-22,2,2,159
2021-08-23,2,2,130
2021-08-24,2,2,148
2021-08-25,2,2,177
2021-08-26,2,2,195
2021-08-27,2,2,143
2021-08-28,2,2,192
2021-08-29,2,2,203
2021-08-30,2,2,147
2021-08-31,2,2,140
2021-08-01,3,2,17
2021-08-02,3,2,14
2021-08-03,3,2,15
2021-08-04,3,2,21
2021-08-05,3,2,21
2021-08-06,3,2,18
2021-08-07,3,2,14
2021-08-08,3,2,17
2021-08-09,3,2,19
2021-08-10,3,2,19
2021-08-11,3,2,16
2021-08-12,3,2,17
2021-08-13,3,2,17
2021-08-14,3,2,17
2021-08-15,3,2,22
2021-08-16,3,2,21
2021-08-17,3,2,18
2021-08-18,3,2,20
2021-08-19,3,2,20
2021-08-20,3,2,14
2021-08-21,3,2,15
2021-08-22,3,2,21
2021-08-23,3,2,17
2021-08-24,3,2,17
2021-08-25,3,2,19
2021-08-26,3,2,22
2021-08-27,3,2,16
2021-08-28,3,2,18
2021-08-29,3,2,17
2021-08-30,3,2,16
2021-08-31,3,2,23
2021-08-01,1,3,155
2021-08-02,1,3,118
2021-08-03,1,3,163
2021-08-04,1,3,151
2021-08-05,1,3,132
2021-08-06,1,3,167
2021-08-07,1,3,147
2021-08-08,1,3,150
2021-08-09,1,3,137
2021-08-10,1,3,102
2021-08-11,1,3,108
2021-08-12,1,3,129
2021-08-13,1,3,126
2021-08-14,1,3,158
2021-08-15,1,3,160
2021-08-16,1,3,120
2021-08-17,1,3,154
2021-08-18,1,3,118
2021-08-19,1,3,154
2021-08-20,1,3,164
2021-08-21,1,3,121
2021-08-22,1,3,110
2021-08-23,1,3,119
2021-08-24,1,3,136
2021-08-25,1,3,141
2021-08-26,1,3,122
2021-08-27,1,3,150
2021-08-28,1,3,116
2021-08-29,1,3,166
2021-08-30,1,3,147
2021-08-31,1,3,26
2021-08-01,2,3,70
2021-08-02,2,3,76
2021-08-03,2,3,89
2021-08-04,2,3,110
2021-08-05,2,3,75
2021-08-06,2,3,111
2021-08-07,2,3,77
2021-08-08,2,3,95
2021-08-09,2,3,77
2021-08-10,2,3,80
2021-08-11,2,3,83
2021-08-12,2,3,104
2021-08-13,2,3,107
2021-08-14,2,3,113
2021-08-15,2,3,106
2021-08-16,2,3,84
2021-08-17,2,3,76
2021-08-18,2,3,74
2021-08-19,2,3,84
2021-08-20,2,3,98
2021-08-21,2,3,106
2021-08-22,2,3,83
2021-08-23,2,3,108
2021-08-24,2,3,88
2021-08-25,2,3,75
2021-08-26,2,3,74
2021-08-27,2,3,72
2021-08-28,2,3,93
2021-08-29,2,3,102
2021-08-30,2,3,103
2021-08-31,2,3,171
2021-08-01,3,3,12
2021-08-02,3,3,10
2021-08-03,3,3,10
2021-08-04,3,3,9
2021-08-05,3,3,10
2021-08-06,3,3,13
2021-08-07,3,3,10
2021-08-08,3,3,12
2021-08-09,3,3,8
2021-08-10,3,3,8
2021-08-11,3,3,8
2021-08-12,3,3,8
2021-08-13,3,3,12
2021-08-14,3,3,11
2021-08-15,3,3,10
2021-08-16,3,3,11
2021-08-17,3,3,9
2021-08-18,3,3,9
2021-08-19,3,3,9
2021-08-20,3,3,9
2021-08-21,3,3,12
2021-08-22,3,3,10
2021-08-23,3,3,9
2021-08-24,3,3,12
2021-08-25,3,3,9
2021-08-26,3,3,8
2021-08-27,3,3,11
2021-08-28,3,3,9
2021-08-29,3,3,11
2021-08-30,3,3,10
2021-08-31,3,3,18
2021-08-01,1,4,618
2021-08-02,1,4,619
2021-08-03,1,4,442
2021-08-04,1,4,630
2021-08-05,1,4,403
2021-08-06,1,4,621
2021-08-07,1,4,441
2021-08-08,1,4,509
2021-08-09,1,4,533
2021-08-10,1,4,627
2021-08-11,1,4,574
2021-08-12,1,4,623
2021-08-13,1,4,641
2021-08-14,1,4,569
2021-08-15,1,4,431
2021-08-16,1,4,411
2021-08-17,1,4,394
2021-08-18,1,4,532
2021-08-19,1,4,553
2021-08-20,1,4,474
2021-08-21,1,4,628
2021-08-22,1,4,578
2021-08-23,1,4,634
2021-08-24,1,4,642
2021-08-25,1,4,500
2021-08-26,1,4,574
2021-08-27,1,4,616
2021-08-28,1,4,420
2021-08-29,1,4,476
2021-08-30,1,4,394
2021-08-31,1,4,0
2021-08-01,2,4,321
2021-08-02,2,4,405
2021-08-03,2,4,479
2021-08-04,2,4,410
2021-08-05,2,4,417
2021-08-06,2,4,375
2021-08-07,2,4,384
2021-08-08,2,4,374
2021-08-09,2,4,327
2021-08-10,2,4,364
2021-08-11,2,4,424
2021-08-12,2,4,366
2021-08-13,2,4,405
2021-08-14,2,4,317
2021-08-15,2,4,338
2021-08-16,2,4,475
2021-08-17,2,4,438
2021-08-18,2,4,391
2021-08-19,2,4,364
2021-08-20,2,4,374
2021-08-21,2,4,459
2021-08-22,2,4,395
2021-08-23,2,4,328
2021-08-24,2,4,361
2021-08-25,2,4,423
2021-08-26,2,4,434
2021-08-27,2,4,434
2021-08-28,2,4,475
2021-08-29,2,4,315
2021-08-30,2,4,377
2021-08-31,2,4,433
2021-08-01,3,4,50
2021-08-02,3,4,51
2021-08-03,3,4,38
2021-08-04,3,4,49
2021-08-05,3,4,52
2021-08-06,3,4,41
2021-08-07,3,4,41
2021-08-08,3,4,39
2021-08-09,3,4,42
2021-08-10,3,4,41
2021-08-11,3,4,52
2021-08-12,3,4,49
2021-08-13,3,4,40
2021-08-14,3,4,38
2021-08-15,3,4,42
2021-08-16,3,4,35
2021-08-17,3,4,39
2021-08-18,3,4,47
2021-08-19,3,4,42
2021-08-20,3,4,44
2021-08-21,3,4,36
2021-08-22,3,4,44
2021-08-23,3,4,36
2021-08-24,3,4,54
2021-08-25,3,4,43
2021-08-26,3,4,52
2021-08-27,3,4,47
2021-08-28,3,4,53
2021-08-29,3,4,35
2021-08-30,3,4,49
2021-08-31,3,4,104
2021-08-01,1,5,258
2021-08-02,1,5,228
2021-08-03,1,5,209
2021-08-04,1,5,304
2021-08-05,1,5,185
2021-08-06,1,5,202
2021-08-07,1,5,256
2021-08-08,1,5,253
2021-08-09,1,5,194
2021-08-10,1,5,232
2021-08-11,1,5,285
2021-08-12,1,5,256
2021-08-13,1,5,266
2021-08-14,1,5,287
2021-08-15,1,5,274
2021-08-16,1,5,208
2021-08-17,1,5,230
2021-08-18,1,5,224
2021-08-19,1,5,268
2021-08-20,1,5,270
2021-08-21,1,5,301
2021-08-22,1,5,190
2021-08-23,1,5,264
2021-08-24,1,5,194
2021-08-25,1,5,274
2021-08-26,1,5,229
2021-08-27,1,5,258
2021-08-28,1,5,249
2021-08-29,1,5,270
2021-08-30,1,5,185
2021-08-31,1,5,336
2021-08-01,2,5,194
2021-08-02,2,5,141
2021-08-03,2,5,168
2021-08-04,2,5,201
2021-08-05,2,5,133
2021-08-06,2,5,128
2021-08-07,2,5,204
2021-08-08,2,5,195
2021-08-09,2,5,193
2021-08-10,2,5,124
2021-08-11,2,5,139
2021-08-12,2,5,198
2021-08-13,2,5,145
2021-08-14,2,5,166
2021-08-15,2,5,165
2021-08-16,2,5,139
2021-08-17,2,5,180
2021-08-18,2,5,198
2021-08-19,2,5,188
2021-08-20,2,5,167
2021-08-21,2,5,195
2021-08-22,2,5,199
2021-08-23,2,5,174
2021-08-24,2,5,146
2021-08-25,2,5,178
2021-08-26,2,5,178
2021-08-27,2,5,136
2021-08-28,2,5,183
2021-08-29,2,5,184
2021-08-30,2,5,189
2021-08-31,2,5,0
2021-08-01,3,5,17
2021-08-02,3,5,13
2021-08-03,3,5,20
2021-08-04,3,5,14
2021-08-05,3,5,17
2021-08-06,3,5,20
2021-08-07,3,5,14
2021-08-08,3,5,20
2021-08-09,3,5,18
2021-08-10,3,5,20
2021-08-11,3,5,20
2021-08-12,3,5,20
2021-08-13,3,5,15
2021-08-14,3,5,20
2021-08-15,3,5,15
2021-08-16,3,5,15
2021-08-17,3,5,18
2021-08-18,3,5,19
2021-08-19,3,5,14
2021-08-20,3,5,13
2021-08-21,3,5,16
2021-08-22,3,5,17
2021-08-23,3,5,16
2021-08-24,3,5,14
2021-08-25,3,5,18
2021-08-26,3,5,14
2021-08-27,3,5,17
2021-08-28,3,5,17
2021-08-29,3,5,17
2021-08-30,3,5,19
2021-08-31,3,5,35
2021-09-01,1,1,76
2021-09-02,1,1,59
2021-09-03,1,1,80
2021-09-04,1,1,70
2021-09-05,1,1,84
2021-09-06,1,1,65
2021-09-07,1,1,81
2021-09-08,1,1,87
2021-09-09,1,1,77
2021-09-10,1,1,93
2021-09-11,1,1,72
2021-09-12,1,1,57
2021-09-13,1,1,61
2021-09-14,1,1,85
2021-09-15,1,1,77
2021-09-16,1,1,60
2021-09-17,1,1,91
2021-09-18,1,1,78
2021-09-19,1,1,83
2021-09-20,1,1,87
2021-09-21,1,1,90
2021-09-22,1,1,92
2021-09-23,1,1,76
2021-09-24,1,1,85
2021-09-25,1,1,87
2021-09-26,1,1,76
2021-09-27,1,1,80
2021-09-28,1,1,83
2021-09-29,1,1,81
2021-09-30,1,1,0
2021-09-01,2,1,98
2021-09-02,2,1,74
2021-09-03,2,1,105
2021-09-04,2,1,72
2021-09-05,2,1,73
2021-09-06,2,1,78
2021-09-07,2,1,96
2021-09-08,2,1,64
2021-09-09,2,1,68
2021-09-10,2,1,66
2021-09-11,2,1,71
2021-09-12,2,1,89
2021-09-13,2,1,86
2021-09-14,2,1,65
2021-09-15,2,1,70
2021-09-16,2,1,103
2021-09-17,2,1,91
2021-09-18,2,1,77
2021-09-19,2,1,84
2021-09-20,2,1,69
2021-09-21,2,1,74
2021-09-22,2,1,99
2021-09-23,2,1,83
2021-09-24,2,1,98
2021-09-25,2,1,77
2021-09-26,2,1,97
2021-09-27,2,1,96
2021-09-28,2,1,86
2021-09-29,2,1,91
2021-09-30,2,1,145
2021-09-01,3,1,10
2021-09-02,3,1,7
2021-09-03,3,1,7
2021-09-04,3,1,9
2021-09-05,3,1,10
2021-09-06,3,1,8
2021-09-07,3,1,9
2021-09-08,3,1,10
2021-09-09,3,1,8
2021-09-10,3,1,8
2021-09-11,3,1,9
2021-09-12,3,1,10
2021-09-13,3,1,9
2021-09-14,3,1,10
2021-09-15,3,1,10
2021-09-16,3,1,8
2021-09-17,3,1,9
2021-09-18,3,1,8
2021-09-19,3,1,9
2021-09-20,3,1,11
2021-09-21,3,1,10
2021-09-22,3,1,8
2021-09-23,3,1,8
2021-09-24,3,1,10
2021-09-25,3,1,7
2021-09-26,3,1,7
2021-09-27,3,1,8
2021-09-28,3,1,9
2021-09-29,3,1,9
2021-09-30,3,1,3
2021-09-01,1,2,163
2021-09-02,1,2,210
2021-09-03,1,2,246
2021-09-04,1,2,205
2021-09-05,1,2,171
2021-09-06,1,2,235
2021-09-07,1,2,153
2021-09-08,1,2,167
2021-09-09,1,2,234
2021-09-10,1,2,183
2021-09-11,1,2,188
2021-09-12,1,2,198
2021-09-13,1,2,233
2021-09-14,1,2,196
2021-09-15,1,2,234
2021-09-16,1,2,186
2021-09-17,1,2,220
2021-09-18,1,2,214
2021-09-19,1,2,218
2021-09-20,1,2,242
2021-09-21,1,2,187
2021-09-22,1,2,202
2021-09-23,1,2,169
2021-09-24,1,2,158
2021-09-25,1,2,170
2021-09-26,1,2,186
2021-09-27,1,2,154
2021-09-28,1,2,191
2021-09-29,1,2,232
2021-09-30,1,2,184
2021-09-01,2,2,201
2021-09-02,2,2,201
2021-09-03,2,2,214
2021-09-04,2,2,161
2021-09-05,2,2,227
2021-09-06,2,2,188
2021-09-07,2,2,188
2021-09-08,2,2,194
2021-09-09,2,2,145
2021-09-10,2,2,191
2021-09-11,2,2,227
2021-09-12,2,2,178
2021-09-13,2,2,185
2021-09-14,2,2,150
2021-09-15,2,2,195
2021-09-16,2,2,162
2021-09-17,2,2,211
2021-09-18,2,2,166
2021-09-19,2,2,162
2021-09-20,2,2,163
2021-09-21,2,2,214
2021-09-22,2,2,226
2021-09-23,2,2,138
2021-09-24,2,2,221
